Catalog ID,University,Program,Country,City,Degree level,Category,Intake,Language,Deadline,Program website,QS Ranking
tmm-2020-1900162-01z-4e4b449c,Université PSL,Droit — Droit des affaires et fiscalités,France,PARIS,Master’s,Other,Fall,,,https://dauphine.psl.eu/formations/masters/droit,34
tmm-2020-1900162-08g-a9c1aadb,Université PSL,Droit — Droit des assurances,France,PARIS,Master’s,Other,Fall,,,https://dauphine.psl.eu/formations/masters/droit,34
tmm-2020-1900162-09h-86185171,Université PSL,Droit — Droit du patrimoine professionnel,France,PARIS,Master’s,Other,Fall,,,https://dauphine.psl.eu/formations/masters/droit,34
tmm-2020-1900162-05d-6ec4672b,Université PSL,Droit — Droit du plaidoyer et affaires publiques,France,PARIS,Master’s,Other,Fall,,,https://dauphine.psl.eu/formations/masters/droit,34
tmm-2020-1900162-10j-0f56cccf,Université PSL,Droit — Droit et régulation des marchés,France,PARIS,Master’s,Other,Fall,,,https://dauphine.psl.eu/formations/masters/droit,34
tmm-2020-1900162-06e-b5d25dcd,Université PSL,Droit — Droit et responsabilité sociétale des entreprises,France,PARIS,Master’s,Other,Fall,,,https://dauphine.psl.eu/formations/masters/droit,34
tmm-2020-1900162-11k-89acb97a,Université PSL,Droit — Droit européen et international des affaires,France,PARIS,Master’s,Other,Fall,,,https://dauphine.psl.eu/formations/masters/droit,34
tmm-2020-1900162-13m-2d262ded,Université PSL,Droit — Droit notarial,France,PARIS,Master’s,Other,Fall,,,https://dauphine.psl.eu/formations/masters/droit,34
tmm-2020-1900162-12l-0d44ab76,Université PSL,Droit — Fiscalité de l'entreprise,France,PARIS,Master’s,Other,Fall,,,https://dauphine.psl.eu/formations/masters/droit,34
tmm-2020-1900162-03b-44d5825f,Université PSL,Droit — Gouvernance publique,France,PARIS,Master’s,Other,Fall,,,https://dauphine.psl.eu/formations/masters/droit,34
tmm-2020-1900162-14n-f0d8a40a,Université PSL,Droit — Juriste financier,France,PARIS,Master’s,Other,Fall,,,https://dauphine.psl.eu/formations/masters/droit,34
tmm-2021-1900162-01z-0704d91c,Université PSL,Droit — M1 Droit des affaires et fiscalités,France,PARIS,Master’s,Other,Fall,,,https://dauphine.psl.eu/formations/masters/droit,34
tmm-2021-1900162-03b-a7d405df,Université PSL,Droit — M1 Gouvernance publique,France,PARIS,Master’s,Other,Fall,,,https://dauphine.psl.eu/formations/masters/droit,34
tmm-2021-1900162-02a-3fbef291,Université PSL,Droit — M1 Patrimoine,France,PARIS,Master’s,Other,Fall,,,https://dauphine.psl.eu/formations/masters/droit,34
tmm-2021-1900162-04c-43b2aa76,Université PSL,Droit — M2 Administration fiscale (programme international),France,PARIS,Master’s,Other,Fall,,,https://dauphine.psl.eu/formations/masters/droit,34
tmm-2021-1900162-07f-7da30b6f,Université PSL,Droit — M2 Droit des affaires,France,PARIS,Master’s,Other,Fall,,,https://dauphine.psl.eu/formations/masters/droit,34
tmm-2021-1900162-08g-458b58a0,Université PSL,Droit — M2 Droit des assurances,France,PARIS,Master’s,Other,Fall,,,https://dauphine.psl.eu/formations/masters/droit,34
tmm-2021-1900162-09h-a2adb104,Université PSL,Droit — M2 Droit du patrimoine professionnel,France,PARIS,Master’s,Other,Fall,,,https://dauphine.psl.eu/formations/masters/droit,34
tmm-2021-1900162-05d-fa451174,Université PSL,Droit — M2 Droit du plaidoyer et affaires publiques,France,PARIS,Master’s,Other,Fall,,,https://dauphine.psl.eu/formations/masters/droit,34
tmm-2021-1900162-15p-a5e4c9e1,Université PSL,Droit — M2 Droit et gestion publique,France,PARIS,Master’s,Other,Fall,,,https://dauphine.psl.eu/formations/masters/droit,34
tmm-2021-1900162-10j-6992223e,Université PSL,Droit — M2 Droit et régulation des marchés,France,PARIS,Master’s,Other,Fall,,,https://dauphine.psl.eu/formations/masters/droit,34
tmm-2021-1900162-06e-f95dd878,Université PSL,Droit — M2 Droit et responsabilité sociétale des entreprises,France,PARIS,Master’s,Other,Fall,,,https://dauphine.psl.eu/formations/masters/droit,34
tmm-2021-1900162-11k-460afacd,Université PSL,Droit — M2 Droit européen et international des affaires,France,PARIS,Master’s,Other,Fall,,,https://dauphine.psl.eu/formations/masters/droit,34
tmm-2021-1900162-16r-a0692fe8,Université PSL,Droit — M2 Droit fiscal approfondi,France,PARIS,Master’s,Other,Fall,,,https://dauphine.psl.eu/formations/masters/droit,34
tmm-2021-1900162-13m-b3db1606,Université PSL,Droit — M2 Droit notarial,France,PARIS,Master’s,Other,Fall,,,https://dauphine.psl.eu/formations/masters/droit,34
tmm-2021-1900162-12l-4a88f887,Université PSL,Droit — M2 Fiscalité de l'entreprise,France,PARIS,Master’s,Other,Fall,,,https://dauphine.psl.eu/formations/masters/droit,34
tmm-2021-1900162-14n-7582f09b,Université PSL,Droit — M2 Juriste financier,France,PARIS,Master’s,Other,Fall,,,https://dauphine.psl.eu/formations/masters/droit,34
tmm-2021-1900162-17s-e3f47e8e,Université PSL,Droit — M2 Recherche juridique et innovations,France,PARIS,Master’s,Other,Fall,,,https://dauphine.psl.eu/formations/masters/droit,34
tmm-2020-1900162-02a-f4816b11,Université PSL,Droit — Patrimoine,France,PARIS,Master’s,Other,Fall,,,https://dauphine.psl.eu/formations/masters/droit,34
tmm-2021-1900202-02y-7e8c60e9,Université PSL,Économie appliquée — M1 & M2 Politiques publiques et développement,France,PARIS,Master’s,Other,Fall,,,https://www.psl.eu/formation/master-economie-appliquee-ppd,34
tmm-2019-1900202-02y-69241e8e,Université PSL,Économie appliquée — Politiques publiques et développement,France,PARIS,Master’s,Other,Fall,,,https://www.psl.eu/formation/master-economie-appliquee-ppd,34
tmm-2019-1900326e-178656af,Université PSL,Economie et gestion de la santé,France,PARIS,Master’s,Other,Fall,,,https://www.dauphine.psl.eu/fr/formations-et-diplomes/masters/economie-et-gestion-de-la-sante.html,34
tmm-2020-1900326-01a-aaf5553c,Université PSL,Economie et gestion de la santé — Economie et gestion des organisations sanitaires et médico-sociales,France,PARIS,Master’s,Other,Fall,,,https://dauphine.psl.eu/formations/masters/economie-et-gestion-de-la-sante,34
tmm-2020-1900326-02b-01238971,Université PSL,Economie et gestion de la santé — Evaluation médico-économique et accès au marché,France,PARIS,Master’s,Other,Fall,,,https://dauphine.psl.eu/formations/masters/economie-et-gestion-de-la-sante,34
tmm-2020-1900326-04d-2137dfbe,Université PSL,Economie et gestion de la santé — Expertise économique des questions de santé,France,PARIS,Master’s,Other,Fall,,,https://dauphine.psl.eu/formations/masters/economie-et-gestion-de-la-sante,34
tmm-2021-1900326-06f-4c9a29d7,Université PSL,Economie et gestion de la santé — M1 Economie et Gestion de la santé,France,PARIS,Master’s,Other,Fall,,,https://dauphine.psl.eu/formations/masters/economie-et-gestion-de-la-sante,34
tmm-2021-1900326-01a-61899391,Université PSL,Economie et gestion de la santé — M2 Economie et gestion des organisations sanitaires et médico-sociales,France,PARIS,Master’s,Other,Fall,,,https://dauphine.psl.eu/formations/masters/economie-et-gestion-de-la-sante,34
tmm-2021-1900326-02b-b40e57b8,Université PSL,Economie et gestion de la santé — M2 Evaluation médico-économique et accès au marché,France,PARIS,Master’s,Other,Fall,,,https://dauphine.psl.eu/formations/masters/economie-et-gestion-de-la-sante,34
tmm-2021-1900326-03c-0fab60bc,Université PSL,Economie et gestion de la santé — M2 Management de la transformation des secteurs de la santé et du social,France,PARIS,Master’s,Business & Management,Fall,,,https://dauphine.psl.eu/formations/masters/economie-et-gestion-de-la-sante,34
tmm-2021-1900326-07g-3ee2ded6,Université PSL,Economie et gestion de la santé — M2 Management stratégique des services et établissements pour personnes âgées,France,PARIS,Master’s,Business & Management,Fall,,,https://dauphine.psl.eu/formations/masters/economie-et-gestion-de-la-sante,34
tmm-2020-1900326-03c-b3ae1a49,Université PSL,Economie et gestion de la santé — Management de la transformation des secteurs de la santé et du social,France,PARIS,Master’s,Business & Management,Fall,,,https://dauphine.psl.eu/formations/masters/economie-et-gestion-de-la-sante,34
tmm-2020-1604734-01k-3a792a6a,Université PSL,Énergie — Choix énergétiques pour un futur décarboné,France,PARIS,Master’s,Other,Fall,,,https://www.psl.eu/formation/master-energie,34
tmm-2021-1604734-01k-98a6ca7f,Université PSL,Énergie — M1 & M2 Choix énergétiques pour un futur décarboné,France,PARIS,Master’s,Other,Fall,,,https://www.psl.eu/formation/master-energie,34
tmm-2020-1900334-02w-d4cd1842,Université PSL,"Etudes asiatiques — Histoire et sciences sociales : terrains, textes et images",France,PARIS,Master’s,Other,Fall,,,https://www.psl.eu/formation/master-etudes-asiatiques,34
tmm-2019-1900334-02w-a7965710,Université PSL,"Etudes asiatiques — Histoire et sciences sociales : terrains, textes et images (co-accréditation EHESS)",France,PARIS,Master’s,Other,Fall,,,https://www.psl.eu/formation/master-etudes-asiatiques,34
tmm-2020-1900334-03x-0a5eed13,Université PSL,"Etudes asiatiques — Histoire, philologie et religion",France,PARIS,Master’s,Other,Fall,,,https://www.psl.eu/formation/master-etudes-asiatiques,34
tmm-2021-1900334-02w-6a8f6be3,Université PSL,"Etudes asiatiques — M1 & M2 Histoire et sciences sociales : terrains, textes et images",France,PARIS,Master’s,Other,Fall,,,https://www.psl.eu/formation/master-etudes-asiatiques,34
tmm-2021-1900334-03x-2ebaad0a,Université PSL,"Etudes asiatiques — M1 & M2 Histoire, philologie et religion",France,PARIS,Master’s,Other,Fall,,,https://www.psl.eu/formation/master-etudes-asiatiques,34
tmm-2019-1900334-02w-6db1713d,Université PSL,"Études européennes et internationales — Histoire et sciences sociales : terrains, textes et images (co-accréditation EHESS)",France,PARIS,Master’s,Other,Fall,,,https://www.psl.eu/formation/master-etudes-asiatiques,34
tmm-2019-1900334-03x-a2ee6a6c,Université PSL,"Études européennes et internationales — Histoire, philologie et religion",France,PARIS,Master’s,Other,Fall,,,https://www.psl.eu/formation/master-etudes-asiatiques,34
tmm-2020-1900325-01s-6203bfe2,Université PSL,Histoire de l'art et archéologie,France,PARIS,Master’s,Other,Fall,,,https://www.psl.eu/formation/master-histoire-de-lart-et-archeologie,34
tmm-2020-1900325-03u-6e3aa3f2,Université PSL,Histoire de l'art et archéologie — Archéologie,France,PARIS,Master’s,Other,Fall,,,https://www.psl.eu/formation/master-histoire-de-lart-et-archeologie,34
tmm-2019-1900325-04v-34ac8b49,Université PSL,Histoire de l'art et archéologie — Archéologie et Histoire de l'art (parcours international),France,PARIS,Master’s,Other,Fall,,,https://www.psl.eu/formation/master-histoire-de-lart-et-archeologie,34
tmm-2019-1900325-02t-ee0f6c90,Université PSL,Histoire de l'art et archéologie — Histoire de l'art,France,PARIS,Master’s,Other,Fall,,,https://www.psl.eu/formation/master-histoire-de-lart-et-archeologie,34
tmm-2021-1900325-04v-c37ad492,Université PSL,Histoire de l'art et archéologie — M1 & M2 Archéologie et Histoire de l'art (parcours international),France,PARIS,Master’s,Other,Fall,,,https://www.psl.eu/formation/master-histoire-de-lart-et-archeologie,34
tmm-2021-1900325-01s-a62a2c57,Université PSL,Histoire de l'art et archéologie — M1 Histoire de l'art et archéologie,France,PARIS,Master’s,Other,Fall,,,https://www.psl.eu/formation/master-histoire-de-lart-et-archeologie,34
tmm-2021-1900325-03u-f7582a81,Université PSL,Histoire de l'art et archéologie — M2 Archéologie,France,PARIS,Master’s,Other,Fall,,,https://www.psl.eu/formation/master-histoire-de-lart-et-archeologie,34
tmm-2021-1900325-05w-d8c6ca02,Université PSL,"Histoire de l'art et archéologie — M2 Art, Muséologie, Activités curatoriales (AMAC) (parcours international)",France,PARIS,Master’s,Other,Fall,,,https://psl.eu/formation/master-histoire-de-lart-et-archeologie,34
tmm-2021-1900325-02t-0d866847,Université PSL,Histoire de l'art et archéologie — M2 Histoire de l'art,France,PARIS,Master’s,Other,Fall,,,https://www.psl.eu/formation/master-histoire-de-lart-et-archeologie,34
tmm-2020-1900335-02e-79f97372,Université PSL,"Humanités — Arts : théorie, pratique",France,PARIS,Master’s,Humanities & Languages,Fall,,,https://www.psl.eu/formation/master-humanites,34
tmm-2019-1900335-06j-9f477eec,Université PSL,Humanités — Géopolitique : études européennes et internationales,France,PARIS,Master’s,Other,Fall,,,https://www.psl.eu/formation/master-humanites,34
tmm-2020-1900335-06j-aee92aa9,Université PSL,"Humanités — Géopolitique : Moyen-Orient, Méditerranée, Europe",France,PARIS,Master’s,Other,Fall,,,https://www.psl.eu/formation/master-humanites,34
tmm-2019-1900335-03f-ddda421b,Université PSL,Humanités — Histoire transnationale,France,PARIS,Master’s,Other,Fall,,,https://www.psl.eu/formation/master-humanites,34
tmm-2020-1900335-01d-0ec4ed88,Université PSL,"Humanités — Littératures : théorie, histoire",France,PARIS,Master’s,Other,Fall,,,https://www.psl.eu/formation/master-humanites,34
tmm-2021-1900335-02e-2a89eb0b,Université PSL,"Humanités — M1 & M2 Arts : théorie, pratique",France,PARIS,Master’s,Humanities & Languages,Fall,,,https://www.psl.eu/formation/master-humanites,34
tmm-2021-1900335-07k-353702cf,Université PSL,Humanités — M1 & M2 Géographie et géopolitique,France,PARIS,Master’s,Other,Fall,,,https://psl.eu/formation/master-humanites,34
tmm-2021-1900335-03f-400b5824,Université PSL,Humanités — M1 & M2 Histoire transnationale,France,PARIS,Master’s,Other,Fall,,,https://www.psl.eu/formation/master-humanites,34
tmm-2021-1900335-01d-095b3991,Université PSL,"Humanités — M1 & M2 Littératures : théorie, histoire",France,PARIS,Master’s,Other,Fall,,,https://www.psl.eu/formation/master-humanites,34
tmm-2021-1900335-04g-d6204b80,Université PSL,"Humanités — M1 & M2 Mondes Anciens : Archéologie, histoire",France,PARIS,Master’s,Other,Fall,,,https://www.psl.eu/formation/master-humanites,34
tmm-2021-1900335-05h-ad9c3cb7,Université PSL,"Humanités — M1 & M2 Mondes Anciens : Langues, textes, images",France,PARIS,Master’s,Other,Fall,,,https://www.psl.eu/formation/master-humanites,34
tmm-2021-1900335-06j-2b8e60f3,Université PSL,"Humanités — M1 & M2 Programme Moyen-Orient, Méditerranée",France,PARIS,Master’s,Other,Fall,,,https://www.psl.eu/formation/master-humanites,34
tmm-2019-1900335-04g-472d2645,Université PSL,"Humanités — Mondes Anciens : Archéologie, histoire",France,PARIS,Master’s,Other,Fall,,,https://www.psl.eu/formation/master-humanites,34
tmm-2019-1900335-05h-2b38862a,Université PSL,"Humanités — Mondes Anciens : Langues, textes, images",France,PARIS,Master’s,Other,Fall,,,https://www.psl.eu/formation/master-humanites,34
tmm-2021-1604765e-c0a11d4d,Université PSL,Humanités numériques,France,PARIS,Master’s,Other,Fall,,,https://www.psl.eu/formation/master-humanites-numeriques,34
tmm-2019-1604765-01e-930cd995,Université PSL,Humanités numériques — Humanités numériques et recherche,France,PARIS,Master’s,Other,Fall,,,https://www.psl.eu/formation/master-humanites-numeriques,34
tmm-2019-1900217-02d-ce5f0023,Université PSL,"Informatique — Informatique, Décision, Données",France,PARIS,Master’s,Other,Fall,,,https://mido.dauphine.fr/fr/formations-et-diplomes/masters-1/master-1-informatique.html,34
tmm-2020-1900217-07j-b007dc11,Université PSL,"Informatique — Intelligence artificielle, système et données (IASD)",France,PARIS,Master’s,Other,Fall,,,https://www.lamsade.dauphine.fr/wp/iasd/,34
tmm-2021-1900217-08k-761ed421,Université PSL,Informatique — M1 Informatique fondamentale,France,PARIS,Master’s,Other,Fall,,,https://psl.eu/formation/master-informatique-0,34
tmm-2021-1900217-02d-a11db363,Université PSL,"Informatique — M1 Informatique, Décision, Données",France,PARIS,Master’s,Other,Fall,,,https://dauphine.psl.eu/formations/masters/informatique/m1-informatique-decisions-donnees,34
tmm-2021-1900217-01c-59ee2dc0,Université PSL,Informatique — M1 Méthodes Informatiques Appliquées pour la Gestion des Entreprises (MIAGE),France,PARIS,Master’s,Other,Fall,,,https://dauphine.psl.eu/formations/masters/informatique/m1-methodes-informatiques-appliquees-a-la-gestion-des-entreprises,34
tmm-2021-1900217-09l-7c82527d,Université PSL,Informatique — M2 Algorithmique et fondements de la programmation,France,PARIS,Master’s,Other,Fall,,,https://psl.eu/formation/master-informatique-0,34
tmm-2021-1900217-07j-66222242,Université PSL,"Informatique — M2 Intelligence artificielle, système et données (IASD)",France,PARIS,Master’s,Other,Fall,,,https://www.lamsade.dauphine.fr/wp/iasd/,34
tmm-2021-1900217-04f-6b9f17e4,Université PSL,Informatique — M2 MIAGE - Informatique décisionnelle (ID),France,PARIS,Master’s,Other,Fall,,,https://dauphine.psl.eu/formations/masters/informatique/m2-informatique-decisionnelle,34
tmm-2021-1900217-05g-d4acf3c1,Université PSL,Informatique — M2 MIAGE - Informatique pour la finance (IF),France,PARIS,Master’s,Business & Management,Fall,,,https://dauphine.psl.eu/formations/masters/informatique/m2-informatique-decisionnelle,34
tmm-2021-1900217-03e-52c776c0,Université PSL,Informatique — M2 MIAGE - Système d'information et transition numérique (SITN),France,PARIS,Master’s,Other,Fall,,,https://dauphine.psl.eu/formations/masters/informatique/m2-systemes-information-et-transformation-numerique,34
tmm-2021-1900217-06h-b9003cf3,Université PSL,"Informatique — M2 Modélisation, Optimisation, Décision et Organisation (MODO)",France,PARIS,Master’s,Business & Management,Fall,,,https://dauphine.psl.eu/formations/masters/informatique/m2-modelisation-optimisation-decision-et-organisation,34
tmm-2020-1900217-04f-0f339c39,Université PSL,Informatique — MIAGE - Informatique décisionnelle (ID),France,PARIS,Master’s,Other,Fall,,,https://dauphine.psl.eu/formations/masters/informatique/m2-informatique-decisionnelle,34
tmm-2020-1900217-05g-906dcefc,Université PSL,Informatique — MIAGE - Informatique pour la finance (IF),France,PARIS,Master’s,Business & Management,Fall,,,https://dauphine.psl.eu/formations/masters/informatique/m2-informatique-decisionnelle,34
tmm-2020-1900217-03e-330a7173,Université PSL,Informatique — MIAGE - Système d'information et transition numérique (SITN),France,PARIS,Master’s,Other,Fall,,,https://dauphine.psl.eu/formations/masters/informatique/m2-systemes-information-et-transformation-numerique,34
tmm-2020-1900217-06h-355ca63e,Université PSL,"Informatique — Modélisation, Optimisation, Décision et Organisation (MODO)",France,PARIS,Master’s,Business & Management,Fall,,,https://dauphine.psl.eu/formations/masters/informatique/m2-modelisation-optimisation-decision-et-organisation,34
tmm-2019-1900217-01c-425b95ad,Université PSL,Informatique — Parcours MIAGE,France,PARIS,Master’s,Other,Fall,,,https://mido.dauphine.fr/fr/formations-et-diplomes/masters-1/master-1-informatique.html,34
tmm-2019-1900144-06y-2187fcb5,Université PSL,Ingénierie de la santé,France,PARIS,Master’s,Other,Fall,,,https://www.psl.eu/formation/master-ingenierie-de-la-sante,34
tmm-2019-1900144-11d-a10a9629,Université PSL,Ingénierie de la santé — Bioengineering and Innovation in Neurosciences (BIN),France,PARIS,Master’s,Health & Biomedical,Fall,,,https://www.psl.eu/formation/master-ingenierie-de-la-sante,34
tmm-2019-1900144-07z-d9813e40,Université PSL,Ingénierie de la santé — Bioimaging (BIM),France,PARIS,Master’s,Other,Fall,,,https://www.psl.eu/formation/master-ingenierie-de-la-sante,34
tmm-2020-1900144-08a-bfd07572,Université PSL,Ingénierie de la santé — BioMaterials and Biodevices (BioMat),France,PARIS,Master’s,Other,Fall,,,https://www.psl.eu/formation/master-ingenierie-de-la-sante,34
tmm-2020-1900144-09b-dd649d3c,Université PSL,Ingénierie de la santé — BioMechanics (BioMECH),France,PARIS,Master’s,Other,Fall,,,https://www.psl.eu/formation/master-ingenierie-de-la-sante,34
tmm-2021-1900144-06y-1c6aec8b,Université PSL,Ingénierie de la santé — M1 Ingénierie de la santé,France,PARIS,Master’s,Other,Fall,,,https://www.psl.eu/formation/master-ingenierie-de-la-sante,34
tmm-2021-1900144-11d-d31ef952,Université PSL,Ingénierie de la santé — M2 Bioengineering and Innovation in Neurosciences (BIN),France,PARIS,Master’s,Health & Biomedical,Fall,,,https://www.psl.eu/formation/master-ingenierie-de-la-sante,34
tmm-2021-1900144-07z-1a9f62cf,Université PSL,Ingénierie de la santé — M2 Bioimaging (BIM),France,PARIS,Master’s,Other,Fall,,,https://www.psl.eu/formation/master-ingenierie-de-la-sante,34
tmm-2021-1900144-08a-ebf9ec39,Université PSL,Ingénierie de la santé — M2 BioMaterials and Biodevices (BioMat),France,PARIS,Master’s,Other,Fall,,,https://www.psl.eu/formation/master-ingenierie-de-la-sante,34
tmm-2021-1900144-09b-2094d81b,Université PSL,Ingénierie de la santé — M2 BioMechanics (BioMECH),France,PARIS,Master’s,Other,Fall,,,https://www.psl.eu/formation/master-ingenierie-de-la-sante,34
tmm-2021-1900144-10c-6619865f,Université PSL,Ingénierie de la santé — M2 Molecular and Cellular Biotherapies (MCB),France,PARIS,Master’s,Other,Fall,,,https://www.psl.eu/formation/master-ingenierie-de-la-sante,34
tmm-2019-1900144-10c-7e0c1fb6,Université PSL,Ingénierie de la santé — Molecular and Cellular Biotherapies (MCB),France,PARIS,Master’s,Other,Fall,,,https://www.psl.eu/formation/master-ingenierie-de-la-sante,34
tmm-2021-1501525-14e-44e3fc11,Université PSL,Ingénierie nucléaire — M1 Chemistry & Chemical Engineering,France,PARIS,Master’s,Engineering,Fall,,,https://psl.eu/formation/master-ingenierie-nucleaire,34
tmm-2021-1501525-13d-03af8f0e,Université PSL,Ingénierie nucléaire — M1 Physics & Engineering,France,PARIS,Master’s,Engineering,Fall,,,https://psl.eu/formation/master-ingenierie-nucleaire,34
tmm-2021-1501525-16g-c0ce80e9,Université PSL,Ingénierie nucléaire — M2 Decommissioning and Waste Management,France,PARIS,Master’s,Business & Management,Fall,,,https://psl.eu/formation/master-ingenierie-nucleaire,34
tmm-2021-1501525-15f-65a23a2b,Université PSL,Ingénierie nucléaire — M2 Fuel Cycle,France,PARIS,Master’s,Other,Fall,,,https://psl.eu/formation/master-ingenierie-nucleaire,34
tmm-2021-1501525-18j-319cc85d,Université PSL,Ingénierie nucléaire — M2 Nuclear Plant and Design,France,PARIS,Master’s,Design & Creative Arts,Fall,,,https://psl.eu/formation/master-ingenierie-nucleaire,34
tmm-2021-1501525-19k-e778cac8,Université PSL,Ingénierie nucléaire — M2 Nuclear Reactor Physics and Engineering,France,PARIS,Master’s,Engineering,Fall,,,https://psl.eu/formation/master-ingenierie-nucleaire,34
tmm-2021-1501525-17h-0dca162b,Université PSL,Ingénierie nucléaire — M2 Operations,France,PARIS,Master’s,Other,Fall,,,https://psl.eu/formation/master-ingenierie-nucleaire,34
tmm-2021-1900205-02z-c7897593,Université PSL,Management de l'innovation — M1 Management de l'innovation,France,PARIS,Master’s,Business & Management,Fall,,,https://dauphine.psl.eu/formations/masters/management-de-innovation,34
tmm-2021-1900205-03a-19084d27,Université PSL,Management de l'innovation — M2 Management de la technologie et de l’innovation (MTI),France,PARIS,Master’s,Business & Management,Fall,,,https://dauphine.psl.eu/formations/masters/management-de-innovation,34
tmm-2019-1900205-01y-b0c40d32,Université PSL,Management de l'innovation — Management de la technologie et de l’innovation (MTI),France,PARIS,Master’s,Business & Management,Fall,,,https://www.dauphine.psl.eu/fr/formations-et-diplomes/masters/management-de-linnovation.html,34
tmm-2019-1900199s-b1abbcb9,Université PSL,Mathématiques et applications,France,PARIS,Master’s,Other,Fall,,,https://mido.dauphine.fr/fr/formations-et-diplomes/masters-1/master-1-mathematiques-et-applications/presentation.html,34
tmm-2020-1900199-04z-ef230bcb,Université PSL,Mathématiques et applications — Actuariat,France,PARIS,Master’s,Other,Fall,,,https://dauphine.psl.eu/formations/masters/mathematiques-et-applications,34
tmm-2020-1900199-05a-d904b1b7,Université PSL,Mathématiques et applications — Ingénierie statistique et financière (ISF),France,PARIS,Master’s,Other,Fall,,,https://dauphine.psl.eu/formations/masters/mathematiques-et-applications/m2-ingenierie-statistique-et-financiere,34
tmm-2021-1900199-01w-db39822c,Université PSL,Mathématiques et applications — M1 Mathématiques appliquées,France,PARIS,Master’s,Other,Fall,,,https://dauphine.psl.eu/formations/masters/mathematiques-et-applications,34
tmm-2021-1900199-02x-d50abb31,Université PSL,Mathématiques et applications — M1 Mathématiques approfondies,France,PARIS,Master’s,Other,Fall,,,https://dauphine.psl.eu/formations/masters/mathematiques-et-applications,34
tmm-2021-1900199-03y-691c963a,Université PSL,Mathématiques et applications — M1 Mathématiques Fondamentales,France,PARIS,Master’s,Other,Fall,,,https://dauphine.psl.eu/formations/masters/mathematiques-et-applications,34
tmm-2021-1900199-04z-34b16d2e,Université PSL,Mathématiques et applications — M2 Actuariat,France,PARIS,Master’s,Other,Fall,,,https://dauphine.psl.eu/formations/masters/mathematiques-et-applications/m2-actuariat,34
tmm-2021-1900199-05a-808b37c8,Université PSL,Mathématiques et applications — M2 Ingénierie statistique et financière (ISF),France,PARIS,Master’s,Other,Fall,,,https://dauphine.psl.eu/formations/masters/mathematiques-et-applications/m2-ingenierie-statistique-et-financiere,34
tmm-2021-1900199-07c-105d6894,Université PSL,Mathématiques et applications — M2 Mathématiques appliquées et théoriques (MATH),France,PARIS,Master’s,Other,Fall,,,https://dauphine.psl.eu/formations/masters/mathematiques-et-applications/m2-mathematiques-appliquees-et-theoriques,34
tmm-2021-1900199-08d-2fef9b74,Université PSL,"Mathématiques et applications — M2 Mathématiques de l'assurance, de l'économie et de la finance (MASEF)",France,PARIS,Master’s,Business & Management,Fall,,,https://dauphine.psl.eu/formations/masters/mathematiques-et-applications/m2-mathematiques-assurance-economie-et-finance,34
tmm-2021-1900199-06b-f84e145e,Université PSL,"Mathématiques et applications — M2 Mathématiques, apprentissage, sciences et humanités (MASH)",France,PARIS,Master’s,Other,Fall,,,https://dauphine.psl.eu/formations/masters/mathematiques-et-applications/m2-mathematiques-apprentissage-sciences-humanites,34
tmm-2020-1900199-01w-07b46bec,Université PSL,Mathématiques et applications — Mathématiques appliquées,France,PARIS,Master’s,Other,Fall,,,https://dauphine.psl.eu/formations/masters/mathematiques-et-applications/m1-mathematiques-appliquees,34
tmm-2020-1900199-07c-2ae3d8c4,Université PSL,Mathématiques et applications — Mathématiques appliquées et théoriques,France,PARIS,Master’s,Other,Fall,,,https://dauphine.psl.eu/formations/masters/mathematiques-et-applications,34
tmm-2020-1900199-02x-7c78f1f1,Université PSL,Mathématiques et applications — Mathématiques approfondies,France,PARIS,Master’s,Other,Fall,,,https://dauphine.psl.eu/formations/masters/mathematiques-et-applications/m1-mathematiques-approfondies,34
tmm-2020-1900199-08d-afc54c37,Université PSL,"Mathématiques et applications — Mathématiques de l'assurance, de l'économie et de la finance (MASEF)",France,PARIS,Master’s,Business & Management,Fall,,,https://dauphine.psl.eu/formations/masters/mathematiques-et-applications,34
tmm-2020-1900199-03y-2f4acafa,Université PSL,Mathématiques et applications — Mathématiques Fondamentales,France,PARIS,Master’s,Other,Fall,,,https://dauphine.psl.eu/formations/masters/mathematiques-et-applications,34
tmm-2020-1900199-06b-77091ad7,Université PSL,"Mathématiques et applications — Mathématiques, apprentissage et sciences humaines (MASH)",France,PARIS,Master’s,Other,Fall,,,https://dauphine.psl.eu/formations/masters/mathematiques-et-applications,34
tmm-2019-1005301-01z-7a708e2e,Université PSL,Philosophie — Histoire de la philosophie,France,PARIS,Master’s,Other,Fall,,,https://www.psl.eu/formation/master-philosophie,34
tmm-2021-1005301-01z-93468e17,Université PSL,Philosophie — M1 & M2 Histoire de la philosophie,France,PARIS,Master’s,Other,Fall,,,https://www.psl.eu/formation/master-philosophie,34
tmm-2021-1005301-02a-6965d5cc,Université PSL,Philosophie — M1 & M2 Philosophie contemporaine,France,PARIS,Master’s,Other,Fall,,,https://www.psl.eu/formation/master-philosophie,34
tmm-2021-1005301-04c-1efd0df0,Université PSL,"Philosophie — M1 & M2 Philosophie de la connaissance, histoire et philosophie des sciences",France,PARIS,Master’s,Other,Fall,,,https://www.psl.eu/formation/master-philosophie,34
tmm-2021-1005301-05d-a54ca854,Université PSL,Philosophie — M1 & M2 Philosophie des religions,France,PARIS,Master’s,Other,Fall,,,https://www.psl.eu/formation/master-philosophie,34
